Forbidden  Turns
(60,15,18),0
(60,15,19),0
(60,15,4),0
(60,15,36),0
(18,15,19),0
(18,15,4),0
(18,15,36),0
(19,15,4),0
(19,15,36),0
(4,15,36),0
(1,21,42),1
(1,21,33),1
(1,21,46),1
(1,21,17),1
(42,21,33),1
(42,21,46),1
(42,21,17),1
(33,21,46),1
(33,21,17),1
(46,21,17),1
(34,0,3),2
(34,0,12),2
(34,0,13),2
(34,0,51),2
(34,0,25),2
(3,0,12),2
(3,0,13),2
(3,0,51),2
(3,0,25),2
(12,0,13),2
(12,0,51),2
(12,0,25),2
(13,0,51),2
(13,0,25),2
(51,0,25),2
(58,34,17),3
(58,34,2),3
(58,34,26),3
(58,34,13),3
(17,34,2),3
(17,34,26),3
(17,34,13),3
(2,34,26),3
(2,34,13),3
(26,34,13),3
(10,13,14),4
(10,13,48),4
(10,13,17),4
(10,13,61),4
(10,13,63),4
(14,13,48),4
(14,13,17),4
(14,13,61),4
(14,13,63),4
(48,13,17),4
(48,13,61),4
(48,13,63),4
(17,13,61),4
(17,13,63),4
(61,13,63),4
(7,23,8),5
(7,23,12),5
(7,23,44),5
(7,23,19),5
(7,23,55),5
(8,23,12),5
(8,23,44),5
(8,23,19),5
(8,23,55),5
(12,23,44),5
(12,23,19),5
(12,23,55),5
(44,23,19),5
(44,23,55),5
(19,23,55),5
(3,26,36),6
(3,26,8),6
(3,26,51),6
(3,26,58),6
(3,26,29),6
(36,26,8),6
(36,26,51),6
(36,26,58),6
(36,26,29),6
(8,26,51),6
(8,26,58),6
(8,26,29),6
(51,26,58),6
(51,26,29),6
(58,26,29),6
(59,61,4),7
(59,61,38),7
(59,61,10),7
(59,61,36),7
(59,61,27),7
(4,61,38),7
(4,61,10),7
(4,61,36),7
(4,61,27),7
(38,61,10),7
(38,61,36),7
(38,61,27),7
(10,61,36),7
(10,61,27),7
(36,61,27),7
(33,4,36),8
(33,4,8),8
(33,4,19),8
(33,4,22),8
(33,4,62),8
(36,4,8),8
(36,4,19),8
(36,4,22),8
(36,4,62),8
(8,4,19),8
(8,4,22),8
(8,4,62),8
(19,4,22),8
(19,4,62),8
(22,4,62),8
(1,22,37),9
(1,22,38),9
(1,22,7),9
(1,22,41),9
(1,22,27),9
(37,22,38),9
(37,22,7),9
(37,22,41),9
(37,22,27),9
(38,22,7),9
(38,22,41),9
(38,22,27),9
(7,22,41),9
(7,22,27),9
(41,22,27),9
(1,36,42),10
(1,36,44),10
(1,36,46),10
(1,36,50),10
(1,36,60),10
(42,36,44),10
(42,36,46),10
(42,36,50),10
(42,36,60),10
(44,36,46),10
(44,36,50),10
(44,36,60),10
(46,36,50),10
(46,36,60),10
(50,36,60),10
(7,63,8),11
(7,63,41),11
(7,63,47),11
(7,63,48),11
(7,63,51),11
(8,63,41),11
(8,63,47),11
(8,63,48),11
(8,63,51),11
(41,63,47),11
(41,63,48),11
(41,63,51),11
(47,63,48),11
(47,63,51),11
(48,63,51),11
(1,7,3),12
(1,7,40),12
