Forbidden  Turns
(8,16,9),0
(8,16,20),0
(8,16,63),0
(9,16,20),0
(9,16,63),0
(20,16,63),0
(59,24,36),1
(59,24,21),1
(59,24,47),1
(36,24,21),1
(36,24,47),1
(21,24,47),1
(8,56,18),2
(8,56,5),2
(8,56,23),2
(18,56,5),2
(18,56,23),2
(5,56,23),2
(3,23,37),3
(3,23,22),3
(3,23,63),3
(37,23,22),3
(37,23,63),3
(22,23,63),3
(48,52,57),4
(48,52,34),4
(48,52,30),4
(48,52,38),4
(57,52,34),4
(57,52,30),4
(57,52,38),4
(34,52,30),4
(34,52,38),4
(30,52,38),4
(48,34,42),5
(48,34,18),5
(48,34,20),5
(48,34,45),5
(42,34,18),5
(42,34,20),5
(42,34,45),5
(18,34,20),5
(18,34,45),5
(20,34,45),5
(49,61,18),6
(49,61,30),6
(49,61,6),6
(49,61,38),6
(18,61,30),6
(18,61,6),6
(18,61,38),6
(30,61,6),6
(30,61,38),6
(6,61,38),6
(4,11,44),7
(4,11,12),7
(4,11,46),7
(4,11,28),7
(4,11,62),7
(44,11,12),7
(44,11,46),7
(44,11,28),7
(44,11,62),7
(12,11,46),7
(12,11,28),7
(12,11,62),7
(46,11,28),7
(46,11,62),7
(28,11,62),7
(43,12,50),8
(43,12,19),8
(43,12,35),8
(43,12,9),8
(50,12,19),8
(50,12,35),8
(50,12,9),8
(19,12,35),8
(19,12,9),8
(35,12,9),8
(32,4,60),9
(32,4,45),9
(32,4,18),9
(32,4,57),9
(32,4,28),9
(60,4,45),9
(60,4,18),9
(60,4,57),9
(60,4,28),9
(45,4,18),9
(45,4,57),9
(45,4,28),9
(18,4,57),9
(18,4,28),9
(57,4,28),9
(41,18,10),10
(41,18,44),10
(41,18,37),10
(41,18,63),10
(10,18,44),10
(10,18,37),10
(10,18,63),10
(44,18,37),10
(44,18,63),10
(37,18,63),10
(32,41,60),11
(32,41,28),11
(32,41,29),11
(32,41,39),11
(60,41,28),11
(60,41,29),11
(60,41,39),11
(28,41,29),11
(28,41,39),11
(29,41,39),11
(48,28,3),12
(48,28,54),12
(48,28,6),12
(48,28,47),12
(3,28,54),12
(3,28,6),12
(3,28,47),12
(54,28,6),12
(54,28,47),12
(6,28,47),12
(8,29,58),13
(8,29,51),13
(8,29,30),13
(8,29,46),13
(58,29,51),13
(58,29,30),13
(58,29,46),13
(51,29,30),13
(51,29,46),13
(30,29,46),13
(32,39,40),14
(32,39,3),14
(32,39,38),14
(32,39,51),14
(40,39,3),14
(40,39,38),14
(40,39,51),14
(3,39,38),14
(3,39,51),14
(38,39,51),14
(40,32,57),15
(40,32,54),15
(40,32,5),15
(40,32,38),15
(57,32,54),15
(57,32,5),15
(57,32,38),15
(54,32,5),15
(54,32,38),15
(5,32,38),15
(0,38,9),16
(0,38,3),16
(0,38,19),16
(9,38,3),16
(9,38,19),16
(3,38,19),16
(19,47,31),17
(19,47,35),17
(19,47,5),17
