Forbidden  Turns
(32,51,56),2
(32,43,42),6
(32,43,56),6
(42,43,56),6
(40,49,56),8
(42,19,43),9
(42,19,56),9
(43,19,56),9
(49,52,56),10
(9,26,56),12
(56,59,26),13
(59,10,19),15
(59,10,56),15
(59,10,52),15
(19,10,56),15
(19,10,52),15
(56,10,52),15
(40,63,49),16
(40,63,56),16
(40,63,26),16
(49,63,56),16
(49,63,26),16
(56,63,26),16
(32,33,40),17
(32,33,10),17
(32,33,48),17
(32,33,19),17
(32,33,26),17
(32,33,59),17
(40,33,10),17
(40,33,48),17
(40,33,19),17
(40,33,26),17
(40,33,59),17
(10,33,48),17
(10,33,19),17
(10,33,26),17
(10,33,59),17
(48,33,19),17
(48,33,26),17
(48,33,59),17
(19,33,26),17
(19,33,59),17
(26,33,59),17
(32,11,40),18
(32,11,9),18
(32,11,19),18
(40,11,9),18
(40,11,19),18
(9,11,19),18
(32,4,51),19
(32,4,54),19
(51,4,54),19
(32,13,42),20
(32,13,52),20
(32,13,59),20
(42,13,52),20
(42,13,59),20
(52,13,59),20
(32,47,51),21
(32,47,10),21
(32,47,42),21
(51,47,10),21
(51,47,42),21
(10,47,42),21
(32,16,4),22
(32,16,9),22
(32,16,52),22
(4,16,9),22
(4,16,52),22
(9,16,52),22
(32,18,59),23
(32,18,40),23
(32,18,28),23
(32,18,51),23
(59,18,40),23
(59,18,28),23
(59,18,51),23
(40,18,28),23
(40,18,51),23
(28,18,51),23
(32,21,9),24
(32,21,10),24
(32,21,49),24
(9,21,10),24
(9,21,49),24
(10,21,49),24
(32,22,42),25
(32,22,43),25
(32,22,13),25
(32,22,18),25
(32,22,21),25
(42,22,43),25
(42,22,13),25
(42,22,18),25
(42,22,21),25
(43,22,13),25
(43,22,18),25
(43,22,21),25
(13,22,18),25
(13,22,21),25
(18,22,21),25
(32,27,10),26
(32,27,18),26
(32,27,51),26
(32,27,52),26
(32,27,26),26
(10,27,18),26
(10,27,51),26
(10,27,52),26
(10,27,26),26
(18,27,51),26
(18,27,52),26
(18,27,26),26
(51,27,52),26
(51,27,26),26
(52,27,26),26
(32,60,18),27
(32,60,26),27
(18,60,26),27
(32,61,42),28
(32,61,63),28
(42,61,63),28
(32,62,49),29
(32,62,40),29
(32,62,10),29
(32,62,13),29
(32,62,22),29
(49,62,40),29
(49,62,10),29
(49,62,13),29
(49,62,22),29
(40,62,10),29
(40,62,13),29
(40,62,22),29
(10,62,13),29
(10,62,22),29
(13,62,22),29
(51,12,52),30
(51,12,59),30
(52,12,59),30
(33,50,43),31
(33,50,51),31
(33,50,21),31
(33,50,22),31
(33,50,52),31
(33,50,27),31
(43,50,51),31
(43,50,21),31
(43,50,22),31
(43,50,52),31
(43,50,27),31
(51,50,21),31
(51,50,22),31
(51,50,52),31
(51,50,27),31
(21,50,22),31
(21,50,52),31
(21,50,27),31
(22,50,52),31
(22,50,27),31
(52,50,27),31
(19,17,42),32
(19,17,11),32
(19,17,61),32
(19,17,51),32
(19,17,28),32
(19,17,62),32
(42,17,11),32
(42,17,61),32
(42,17,51),32
(42,17,28),32
(42,17,62),32
(11,17,61),32
(11,17,51),32
(11,17,28),32
(11,17,62),32
(61,17,51),32
(61,17,28),32
(61,17,62),32
(51,17,28),32
(51,17,62),32
(28,17,62),32
(19,30,33),33
(19,30,50),33
(19,30,51),33
(19,30,54),33
(19,30,60),33
(33,30,50),33
(33,30,51),33
(33,30,54),33
(33,30,60),33
(50,30,51),33
(50,30,54),33
(50,30,60),33
(51,30,54),33
(51,30,60),33
(54,30,60),33
(4,2,40),34
(4,2,30),34
(4,2,21),34
(4,2,54),34
(4,2,26),34
(4,2,62),34
(4,2,63),34
(40,2,30),34
(40,2,21),34
(40,2,54),34
(40,2,26),34
(40,2,62),34
(40,2,63),34
(30,2,21),34
(30,2,54),34
(30,2,26),34
(30,2,62),34
(30,2,63),34
(21,2,54),34
(21,2,26),34
(21,2,62),34
(21,2,63),34
(54,2,26),34
(54,2,62),34
(54,2,63),34
(26,2,62),34
(26,2,63),34
(62,2,63),34
(40,15,16),35
(40,15,17),35
(40,15,21),35
(40,15,27),35
(40,15,28),35
(16,15,17),35
(16,15,21),35
(16,15,27),35
(16,15,28),35
(17,15,21),35
(17,15,27),35
(17,15,28),35
(21,15,27),35
(21,15,28),35
(27,15,28),35
(40,23,43),36
(40,23,2),36
(40,23,48),36
(40,23,17),36
(40,23,26),36
(40,23,27),36
(40,23,30),36
(40,23,63),36
(43,23,2),36
(43,23,48),36
(43,23,17),36
(43,23,26),36
(43,23,27),36
(43,23,30),36
(43,23,63),36
(2,23,48),36
(2,23,17),36
(2,23,26),36
(2,23,27),36
(2,23,30),36
(2,23,63),36
(48,23,17),36
(48,23,26),36
(48,23,27),36
(48,23,30),36
(48,23,63),36
(17,23,26),36
(17,23,27),36
(17,23,30),36
(17,23,63),36
(26,23,27),36
(26,23,30),36
(26,23,63),36
(27,23,30),36
(27,23,63),36
(30,23,63),36
(40,24,42),37
(40,24,13),37
(40,24,15),37
(40,24,54),37
(40,24,23),37
(40,24,60),37
(42,24,13),37
(42,24,15),37
(42,24,54),37
(42,24,23),37
(42,24,60),37
(13,24,15),37
(13,24,54),37
(13,24,23),37
(13,24,60),37
(15,24,54),37
(15,24,23),37
(15,24,60),37
(54,24,23),37
(54,24,60),37
(23,24,60),37
(9,0,15),38
(9,0,48),38
(9,0,17),38
(9,0,54),38
(9,0,23),38
(15,0,48),38
(15,0,17),38
(15,0,54),38
(15,0,23),38
(48,0,17),38
(48,0,54),38
(48,0,23),38
(17,0,54),38
(17,0,23),38
(54,0,23),38
(33,37,2),39
(33,37,47),39
(33,37,50),39
(33,37,9),39
(33,37,23),39
(33,37,59),39
(33,37,30),39
(33,37,63),39
(2,37,47),39
(2,37,50),39
(2,37,9),39
(2,37,23),39
(2,37,59),39
(2,37,30),39
(2,37,63),39
(47,37,50),39
(47,37,9),39
(47,37,23),39
(47,37,59),39
(47,37,30),39
(47,37,63),39
(50,37,9),39
(50,37,23),39
(50,37,59),39
(50,37,30),39
(50,37,63),39
(9,37,23),39
(9,37,59),39
(9,37,30),39
(9,37,63),39
(23,37,59),39
(23,37,30),39
(23,37,63),39
(59,37,30),39
(59,37,63),39
(30,37,63),39
(4,38,9),40
(4,38,43),40
(4,38,15),40
(4,38,17),40
(4,38,18),40
(4,38,52),40
(4,38,24),40
(4,38,30),40
(9,38,43),40
(9,38,15),40
(9,38,17),40
(9,38,18),40
(9,38,52),40
(9,38,24),40
(9,38,30),40
(43,38,15),40
(43,38,17),40
(43,38,18),40
(43,38,52),40
(43,38,24),40
(43,38,30),40
(15,38,17),40
(15,38,18),40
(15,38,52),40
(15,38,24),40
(15,38,30),40
(17,38,18),40
(17,38,52),40
(17,38,24),40
(17,38,30),40
(18,38,52),40
(18,38,24),40
(18,38,30),40
(52,38,24),40
(52,38,30),40
(24,38,30),40
(33,8,9),41
(33,8,42),41
(33,8,12),41
(33,8,16),41
(33,8,17),41
(33,8,26),41
(9,8,42),41
(9,8,12),41
(9,8,16),41
(9,8,17),41
(9,8,26),41
(42,8,12),41
(42,8,16),41
(42,8,17),41
(42,8,26),41
(12,8,16),41
(12,8,17),41
(12,8,26),41
(16,8,17),41
(16,8,26),41
(17,8,26),41
(37,41,9),42
(37,41,10),42
(37,41,16),42
(37,41,18),42
(37,41,19),42
(37,41,21),42
(37,41,22),42
(37,41,23),42
(37,41,60),42
(37,41,61),42
(9,41,10),42
(9,41,16),42
(9,41,18),42
(9,41,19),42
(9,41,21),42
(9,41,22),42
(9,41,23),42
(9,41,60),42
(9,41,61),42
(10,41,16),42
(10,41,18),42
(10,41,19),42
(10,41,21),42
(10,41,22),42
(10,41,23),42
(10,41,60),42
(10,41,61),42
(16,41,18),42
(16,41,19),42
(16,41,21),42
(16,41,22),42
(16,41,23),42
(16,41,60),42
(16,41,61),42
(18,41,19),42
(18,41,21),42
(18,41,22),42
(18,41,23),42
(18,41,60),42
(18,41,61),42
(19,41,21),42
(19,41,22),42
(19,41,23),42
(19,41,60),42
(19,41,61),42
(21,41,22),42
(21,41,23),42
(21,41,60),42
(21,41,61),42
(22,41,23),42
(22,41,60),42
(22,41,61),42
(23,41,60),42
(23,41,61),42
(60,41,61),42
(33,44,2),43
(33,44,4),43
(33,44,9),43
(33,44,10),43
(33,44,48),43
(33,44,17),43
(33,44,24),43
(33,44,60),43
(2,44,4),43
(2,44,9),43
(2,44,10),43
(2,44,48),43
(2,44,17),43
(2,44,24),43
(2,44,60),43
(4,44,9),43
(4,44,10),43
(4,44,48),43
(4,44,17),43
(4,44,24),43
(4,44,60),43
(9,44,10),43
(9,44,48),43
(9,44,17),43
(9,44,24),43
(9,44,60),43
(10,44,48),43
(10,44,17),43
(10,44,24),43
(10,44,60),43
(48,44,17),43
(48,44,24),43
(48,44,60),43
(17,44,24),43
(17,44,60),43
(24,44,60),43
(0,25,41),44
(0,25,42),44
(0,25,16),44
(0,25,18),44
(0,25,54),44
(0,25,9),44
(0,25,28),44
(41,25,42),44
(41,25,16),44
(41,25,18),44
(41,25,54),44
(41,25,9),44
(41,25,28),44
(42,25,16),44
(42,25,18),44
(42,25,54),44
(42,25,9),44
(42,25,28),44
(16,25,18),44
(16,25,54),44
(16,25,9),44
(16,25,28),44
(18,25,54),44
(18,25,9),44
(18,25,28),44
(54,25,9),44
(54,25,28),44
(9,25,28),44
(37,53,41),45
(37,53,47),45
(37,53,30),45
(37,53,9),45
(37,53,52),45
(37,53,15),45
(37,53,61),45
(37,53,62),45
(41,53,47),45
(41,53,30),45
(41,53,9),45
(41,53,52),45
(41,53,15),45
(41,53,61),45
(41,53,62),45
(47,53,30),45
(47,53,9),45
(47,53,52),45
(47,53,15),45
(47,53,61),45
(47,53,62),45
(30,53,9),45
(30,53,52),45
(30,53,15),45
(30,53,61),45
(30,53,62),45
(9,53,52),45
(9,53,15),45
(9,53,61),45
(9,53,62),45
(52,53,15),45
(52,53,61),45
(52,53,62),45
(15,53,61),45
(15,53,62),45
(61,53,62),45
(4,58,41),46
(4,58,42),46
(4,58,21),46
