Forbidden  Turns
(2,39,58),5
(32,8,58),6
(2,12,10),9
(2,12,43),9
(2,12,58),9
(10,12,43),9
(10,12,58),9
(43,12,58),9
(12,30,58),10
(39,61,8),11
(39,61,58),11
(8,61,58),11
(8,62,58),12
(32,23,34),14
(32,46,61),15
(32,19,10),16
(32,19,12),16
(32,19,46),16
(32,19,61),16
(10,19,12),16
(10,19,46),16
(10,19,61),16
(12,19,46),16
(12,19,61),16
(46,19,61),16
(32,14,46),17
(32,14,62),17
(46,14,62),17
(32,55,6),18
(2,36,43),19
(2,36,12),19
(2,36,23),19
(2,36,55),19
(2,36,62),19
(43,36,12),19
(43,36,23),19
(43,36,55),19
(43,36,62),19
(12,36,23),19
(12,36,55),19
(12,36,62),19
(23,36,55),19
(23,36,62),19
(55,36,62),19
(34,44,2),20
(2,48,37),21
(2,48,39),21
(2,48,30),21
(37,48,39),21
(37,48,30),21
(39,48,30),21
(2,17,6),22
(2,52,55),23
(2,25,43),24
(2,25,44),24
(43,25,44),24
(37,42,6),25
(37,42,8),25
(6,42,8),25
(34,51,37),26
(42,20,51),27
(42,20,37),27
(51,20,37),27
(6,16,20),28
(6,53,46),29
(6,53,19),29
(6,53,20),29
(46,53,19),29
(46,53,20),29
(19,53,20),29
(39,40,42),30
(39,40,52),30
(39,40,55),30
(42,40,52),30
(42,40,55),30
(52,40,55),30
(34,41,39),31
(34,41,17),31
(34,41,20),31
(34,41,23),31
(34,41,30),31
(39,41,17),31
(39,41,20),31
(39,41,23),31
(39,41,30),31
(17,41,20),31
(17,41,23),31
(17,41,30),31
(20,41,23),31
(20,41,30),31
(23,41,30),31
(39,11,40),32
(39,11,61),32
(40,11,61),32
(36,22,39),33
(39,26,42),34
(39,26,52),34
(39,26,30),34
(42,26,52),34
(42,26,30),34
(52,26,30),34
(36,27,39),35
(36,27,19),35
(39,27,19),35
(8,7,48),36
(8,7,17),36
(48,7,17),36
(7,28,8),37
(7,28,10),37
(7,28,44),37
(7,28,26),37
(8,28,10),37
(8,28,44),37
(8,28,26),37
(10,28,44),37
(10,28,26),37
(44,28,26),37
(11,57,8),38
(11,57,10),38
(11,57,43),38
(11,57,17),38
(11,57,52),38
(11,57,22),38
(11,57,30),38
(8,57,10),38
(8,57,43),38
(8,57,17),38
(8,57,52),38
(8,57,22),38
(8,57,30),38
(10,57,43),38
(10,57,17),38
(10,57,52),38
(10,57,22),38
(10,57,30),38
(43,57,17),38
(43,57,52),38
